EmployeeID,Age,Gender,Country,JobRole,Department,YearsAtCompany,WorkHoursPerWeek,RemoteWork,BurnoutLevel,JobSatisfaction,StressLevel,ProductivityScore,SleepHours,PhysicalActivityHrs,CommuteTime,HasMentalHealthSupport,ManagerSupportScore,HasTherapyAccess,MentalHealthDaysOff,SalaryRange,WorkLifeBalanceScore,TeamSize,CareerGrowthScore,BurnoutRisk
5459,40,Prefer not to say,UK,Customer Success,Product,0,49.2,Yes,5.83,6.66,7.06,6.96,6.6,2.4,48,Yes,4.65,No,2,100K+,6.96,10,3.67,0
5460,31,Non-binary,Germany,Software Engineer,Customer Support,1,46.9,No,6.64,3.83,6.74,6.05,4.3,1.9,67,Yes,3.62,Yes,3,100K+,3.94,19,6.63,0
5461,28,Male,Australia,Marketing Manager,Customer Support,2,35.0,No,3.59,5.48,1.05,5.37,5.9,3.5,20,No,6.65,No,4,40K-60K,5.97,20,5.5,0
5462,36,Prefer not to say,India,Software Engineer,Marketing,4,42.8,Hybrid,3.98,8.95,2.53,5.32,4.6,3.0,52,No,4.77,No,5,80K-100K,8.45,19,6.55,0
5463,48,Non-binary,Australia,Operations Lead,Engineering,15,35.5,Yes,4.14,7.29,3.91,5.34,6.8,4.1,25,No,5.31,No,2,100K+,7.79,15,7.33,0
5464,32,Non-binary,UK,HR Specialist,Finance,0,55.6,No,4.91,4.9,3.27,4.99,7.4,5.0,25,No,7.49,No,2,100K+,6.05,23,5.13,0
5465,26,Prefer not to say,UK,Data Scientist,HR,3,47.4,No,5.01,3.6,4.94,7.08,7.0,4.2,72,Yes,5.35,Yes,7,80K-100K,7.21,21,4.52,0
5466,33,Non-binary,UK,Customer Success,Product,5,52.6,No,4.85,9.35,4.69,6.04,6.4,2.9,70,Yes,4.62,Yes,2,<40K,8.65,16,3.15,0
5467,37,Female,Australia,Data Scientist,Product,3,39.0,Hybrid,5.84,7.17,8.81,4.79,6.9,2.1,57,Yes,4.7,No,5,80K-100K,5.25,8,10.0,0
5468,29,Non-binary,Canada,Product Manager,HR,8,43.5,No,6.55,6.42,8.76,4.56,7.7,5.5,56,Yes,6.64,No,4,80K-100K,3.82,9,7.48,0
5469,34,Male,India,Software Engineer,HR,10,40.7,Hybrid,6.15,4.71,8.24,5.61,6.5,2.6,52,No,10.0,Yes,5,40K-60K,6.81,13,5.96,0
5470,38,Male,Australia,Product Manager,Sales,0,42.8,Hybrid,6.33,5.54,8.97,6.27,6.9,2.8,55,Yes,7.33,Yes,4,40K-60K,4.92,19,7.24,0
5471,36,Non-binary,Canada,Sales Executive,Finance,3,46.8,Hybrid,6.62,7.31,7.79,7.67,5.5,4.6,43,Yes,6.74,No,4,80K-100K,4.43,13,6.91,0
5472,31,Non-binary,UK,Sales Executive,Operations,0,45.8,Yes,5.75,7.01,8.82,6.93,4.9,5.6,45,No,8.75,Yes,2,60K-80K,9.84,17,7.61,0
5473,32,Non-binary,Germany,Operations Lead,Customer Support,1,51.1,No,5.41,5.93,3.49,6.1,4.7,3.1,39,Yes,6.84,No,1,100K+,5.16,15,6.0,0
5474,46,Female,UK,Customer Success,Marketing,5,40.0,Yes,6.11,7.96,7.96,4.66,5.4,3.7,19,No,10.0,No,3,<40K,5.62,9,4.01,0
5475,34,Prefer not to say,UK,Customer Success,Engineering,15,42.3,No,5.56,8.48,7.53,6.27,7.5,5.1,37,No,4.2,No,4,100K+,5.39,18,7.11,0
5476,34,Non-binary,USA,Software Engineer,Operations,0,40.2,Hybrid,4.8,7.11,5.69,5.81,7.1,4.3,50,Yes,6.82,Yes,3,40K-60K,7.5,22,3.94,0
5477,22,Prefer not to say,UK,Software Engineer,Finance,2,40.3,No,4.82,5.46,6.26,3.37,6.7,6.0,73,No,8.83,Yes,3,60K-80K,7.01,13,4.68,0
5478,40,Female,India,Customer Success,Marketing,0,38.7,Yes,4.2,5.56,3.08,5.03,5.0,3.0,45,No,7.61,No,4,80K-100K,6.2,16,4.5,0
5479,39,Prefer not to say,USA,Software Engineer,Marketing,1,57.6,No,6.92,5.46,7.65,6.26,6.9,6.8,40,Yes,4.39,No,5,<40K,3.77,24,4.66,0
5480,32,Prefer not to say,USA,Product Manager,Sales,1,42.7,Hybrid,5.32,4.59,5.27,6.25,5.8,6.0,35,Yes,7.58,Yes,7,60K-80K,5.13,6,5.29,0
5481,28,Prefer not to say,UK,Operations Lead,HR,3,43.4,Yes,5.34,7.54,6.86,4.04,5.9,2.3,20,No,5.92,No,3,40K-60K,7.72,28,5.82,0
5482,37,Male,India,Software Engineer,HR,0,35.5,No,5.09,6.33,4.17,6.95,6.2,4.3,0,No,8.11,Yes,3,60K-80K,4.21,18,4.06,0
5483,35,Male,Germany,Data Scientist,Finance,6,43.0,Yes,5.86,6.11,7.07,6.11,7.2,5.8,43,No,7.54,No,3,<40K,4.4,12,6.96,0
5484,38,Female,Australia,Software Engineer,Marketing,1,43.0,Yes,5.31,7.46,8.44,4.92,6.8,0.7,58,Yes,5.62,No,1,40K-60K,9.51,12,5.02,0
5485,28,Non-binary,UK,Operations Lead,Finance,0,56.3,No,6.73,6.06,7.47,5.75,5.7,2.1,66,Yes,7.21,No,5,<40K,4.57,16,6.78,0
5486,40,Female,Canada,Data Scientist,Operations,2,40.7,No,5.16,5.82,3.99,4.47,5.1,4.8,35,Yes,7.86,Yes,7,<40K,5.59,10,4.42,0
5487,34,Female,Australia,Marketing Manager,Marketing,1,42.9,Hybrid,5.03,8.54,5.96,8.37,6.5,3.8,44,No,6.65,Yes,3,80K-100K,7.08,19,8.27,0
5488,44,Female,UK,Customer Success,Engineering,2,39.2,Yes,5.78,4.82,6.89,5.7,6.3,4.8,70,No,3.8,Yes,6,100K+,5.11,14,4.18,0
5489,43,Non-binary,Germany,Product Manager,Sales,3,39.0,Yes,5.59,8.26,7.67,5.27,8.1,4.0,43,Yes,6.22,No,3,<40K,5.41,25,7.88,0
5490,42,Female,USA,Marketing Manager,Marketing,1,52.1,No,5.56,6.96,6.37,5.07,8.7,6.7,34,No,5.2,No,7,<40K,5.59,16,6.82,0
5491,38,Male,Canada,Operations Lead,Finance,11,38.8,No,4.5,4.99,4.91,4.91,7.2,2.8,71,Yes,3.98,Yes,5,<40K,6.13,12,6.55,0
5492,28,Prefer not to say,Germany,Marketing Manager,Customer Support,0,44.5,Yes,5.22,5.49,4.22,7.45,8.3,1.1,41,Yes,7.68,Yes,2,80K-100K,2.18,16,6.17,0
5493,41,Male,Germany,Sales Executive,Customer Support,4,44.2,Yes,4.15,6.77,1.46,4.68,7.3,4.7,45,Yes,8.08,No,4,80K-100K,5.49,8,3.25,0
5494,37,Non-binary,India,Sales Executive,Sales,1,47.2,Yes,4.85,4.26,4.7,7.35,6.0,2.3,59,Yes,3.4,No,4,100K+,7.24,23,7.92,0
5495,51,Prefer not to say,India,Data Scientist,Operations,1,48.8,No,4.99,5.41,3.45,6.89,6.2,5.8,42,Yes,8.51,Yes,2,100K+,6.21,18,7.42,0
5496,30,Prefer not to say,USA,Operations Lead,Sales,0,33.7,Yes,5.56,5.42,7.18,7.17,6.1,2.8,89,No,6.56,No,2,80K-100K,4.78,24,1.0,0
5497,23,Prefer not to say,India,Product Manager,Product,1,53.9,Hybrid,6.44,3.98,6.41,5.12,5.9,2.3,83,Yes,5.03,Yes,3,80K-100K,3.99,26,6.15,0
5498,38,Non-binary,Germany,Customer Success,Engineering,3,48.7,No,6.01,4.89,6.43,6.06,6.3,7.4,65,Yes,4.43,No,5,100K+,4.25,14,5.54,0
5499,45,Non-binary,UK,Operations Lead,HR,4,35.4,Hybrid,3.56,4.72,4.5,7.72,8.1,3.9,120,No,2.79,Yes,1,100K+,9.14,15,5.45,0
5500,34,Male,USA,Data Scientist,Finance,1,54.9,No,4.48,4.55,3.74,5.5,6.6,4.4,64,No,3.63,Yes,2,40K-60K,7.9,3,4.66,0
5501,43,Prefer not to say,UK,Marketing Manager,Customer Support,2,41.2,Yes,5.62,7.23,7.06,7.32,6.5,5.5,63,No,6.16,No,5,60K-80K,6.7,19,4.55,0
5502,30,Non-binary,UK,Product Manager,Finance,1,51.2,Yes,5.19,6.21,6.55,6.75,6.3,5.0,83,No,9.54,No,0,80K-100K,10.0,6,7.99,0
5503,38,Female,Canada,Operations Lead,Finance,1,44.3,Yes,5.97,9.92,8.54,6.37,6.9,4.7,45,Yes,7.0,No,1,<40K,7.25,8,6.15,0
5504,35,Female,Germany,Sales Executive,Sales,6,42.5,Hybrid,5.97,4.81,7.33,6.71,5.3,3.8,55,Yes,6.47,No,4,100K+,5.0,21,5.62,0
5505,28,Male,UK,Customer Success,Marketing,0,43.9,Hybrid,6.04,3.55,7.64,6.85,6.1,6.4,72,Yes,7.48,No,2,80K-100K,4.97,10,8.05,0
5506,55,Non-binary,Australia,Customer Success,Operations,12,52.7,Yes,6.0,7.5,6.35,4.69,6.9,5.0,57,No,5.24,No,0,40K-60K,5.03,15,4.55,0
5507,51,Prefer not to say,Australia,Data Scientist,Marketing,1,46.6,Hybrid,5.55,7.13,7.72,7.19,8.0,0.7,26,No,7.31,Yes,8,60K-80K,6.51,13,5.97,0
5508,36,Prefer not to say,Germany,HR Specialist,Engineering,4,45.4,No,4.82,6.19,3.38,6.44,4.9,3.0,69,Yes,7.33,Yes,3,80K-100K,6.61,23,3.39,0
5509,34,Non-binary,UK,Sales Executive,HR,5,45.9,Hybrid,4.39,5.54,4.04,7.01,5.0,4.9,19,No,4.04,No,1,100K+,8.48,14,5.28,0
5510,31,Prefer not to say,Australia,HR Specialist,Engineering,12,42.0,Yes,5.17,7.42,3.99,4.91,6.3,3.9,8,Yes,7.35,No,4,40K-60K,4.02,5,3.26,0
5511,43,Non-binary,USA,Operations Lead,Product,4,37.1,Yes,5.22,6.96,7.49,4.4,7.4,6.4,12,Yes,6.65,No,3,80K-100K,6.69,18,6.28,0
5512,26,Female,India,HR Specialist,Operations,0,45.7,Yes,5.44,4.4,5.77,6.88,7.2,3.8,74,Yes,5.21,Yes,3,<40K,5.48,21,5.72,0
5513,25,Female,USA,Sales Executive,Product,10,45.0,No,4.09,6.51,3.77,5.6,6.0,4.5,38,Yes,2.64,No,2,60K-80K,9.57,7,7.36,0
5514,24,Male,Canada,Data Scientist,Engineering,6,40.7,Hybrid,4.75,7.19,3.41,5.1,6.3,4.2,23,No,9.12,Yes,6,40K-60K,4.28,11,4.85,0
5515,22,Prefer not to say,Germany,Customer Success,Marketing,22,43.0,Hybrid,3.78,7.64,2.56,4.99,6.2,0.6,47,Yes,2.16,Yes,3,80K-100K,8.39,15,2.78,0
5516,38,Male,India,Marketing Manager,Customer Support,0,44.0,No,6.1,6.77,7.63,7.47,6.8,5.1,27,Yes,5.74,Yes,1,40K-60K,4.25,13,3.61,0
5517,29,Female,Germany,Marketing Manager,Marketing,0,45.5,Hybrid,5.64,4.94,4.31,5.82,5.5,1.6,44,No,5.11,Yes,8,80K-100K,3.21,13,1.0,0
5518,40,Male,Germany,HR Specialist,Finance,7,47.0,Hybrid,6.1,3.89,7.74,5.22,6.4,6.7,55,Yes,2.58,No,0,80K-100K,5.09,21,5.68,0
5519,27,Non-binary,USA,Product Manager,Finance,8,44.7,Yes,3.8,4.61,4.27,6.4,7.9,3.7,30,No,7.86,Yes,2,80K-100K,10.0,22,4.35,0
5520,21,Non-binary,Canada,Customer Success,Marketing,0,51.7,Yes,5.22,5.32,2.91,4.88,5.0,3.3,36,No,5.87,Yes,2,40K-60K,5.77,23,6.13,0
5521,33,Male,Australia,Operations Lead,Marketing,2,42.5,Yes,6.12,3.11,10.0,4.89,7.5,5.0,29,No,5.66,No,2,40K-60K,6.78,15,5.71,0
5522,21,Prefer not to say,USA,Customer Success,Customer Support,39,32.8,Hybrid,4.27,6.61,4.25,6.09,5.9,5.1,91,No,8.23,Yes,1,100K+,7.19,9,6.2,0
5523,43,Non-binary,India,Customer Success,HR,1,50.7,No,6.52,5.97,8.89,5.77,6.8,3.7,19,Yes,2.64,Yes,7,100K+,5.2,12,7.62,0
5524,37,Male,India,Sales Executive,Marketing,3,42.6,No,5.6,8.63,6.68,6.51,7.5,3.6,59,Yes,7.3,Yes,6,60K-80K,5.71,16,5.44,0
5525,25,Female,India,Customer Success,Product,2,44.2,Hybrid,5.6,6.97,5.14,5.85,6.9,3.5,24,No,7.04,No,0,60K-80K,2.79,18,9.03,0
5526,30,Male,India,Data Scientist,Sales,0,42.7,Yes,6.0,6.37,8.8,6.91,7.1,5.6,40,Yes,5.81,No,6,100K+,5.91,10,3.64,0
5527,32,Non-binary,Canada,Operations Lead,HR,0,34.2,No,5.84,5.07,9.32,4.01,8.3,5.3,71,Yes,3.64,Yes,3,60K-80K,5.53,8,5.98,0
5528,32,Male,Australia,Operations Lead,Sales,5,57.4,No,5.86,3.65,5.47,7.34,6.0,4.6,33,Yes,8.66,No,1,<40K,6.8,25,7.18,0
5529,25,Male,Canada,Customer Success,Operations,3,42.3,No,4.87,5.91,5.09,5.5,6.4,2.6,27,Yes,6.06,Yes,2,100K+,7.4,8,1.07,0
5530,33,Prefer not to say,Australia,Product Manager,Sales,0,42.6,No,5.03,4.16,6.84,6.32,6.1,2.6,75,Yes,7.6,No,4,40K-60K,8.73,18,6.23,0
5531,37,Female,Canada,Product Manager,Customer Support,8,42.2,Hybrid,6.76,5.22,10.0,4.36,6.6,3.9,49,Yes,7.22,No,0,<40K,3.8,3,7.87,0
5532,49,Non-binary,Canada,Software Engineer,Finance,0,41.3,Hybrid,5.7,4.98,3.76,6.63,5.2,3.7,68,Yes,1.95,Yes,5,40K-60K,1.87,11,5.17,0
5533,37,Prefer not to say,USA,Marketing Manager,Sales,2,45.0,Hybrid,5.72,7.76,5.91,5.6,5.7,7.9,52,Yes,8.36,Yes,5,100K+,5.79,20,3.62,0
5534,44,Male,India,Sales Executive,Marketing,1,36.2,No,5.2,6.42,5.74,5.84,5.0,7.0,21,Yes,4.95,No,4,40K-60K,6.56,19,7.98,0
5535,39,Prefer not to say,India,Sales Executive,Product,4,47.4,No,4.53,9.9,5.53,5.51,7.4,2.9,56,No,5.49,Yes,3,60K-80K,9.61,19,5.31,0
5536,31,Non-binary,USA,Software Engineer,Customer Support,1,53.0,Yes,6.67,5.12,10.0,4.67,5.9,1.9,25,Yes,6.23,Yes,4,100K+,8.19,28,6.88,0
5537,33,Male,India,Marketing Manager,HR,0,37.5,Yes,4.03,7.92,5.13,5.16,7.7,2.5,59,Yes,4.64,No,7,100K+,9.68,15,7.0,0
5538,26,Prefer not to say,India,Sales Executive,Operations,13,42.5,No,5.34,4.87,7.46,6.34,6.3,5.5,68,Yes,5.48,No,5,100K+,8.08,8,5.04,0
5539,39,Female,Canada,Customer Success,Operations,1,43.5,Yes,5.76,5.67,4.68,5.75,5.4,2.6,15,No,7.09,No,0,60K-80K,3.74,25,7.69,0
5540,33,Male,USA,Customer Success,Marketing,2,45.3,No,4.61,6.52,4.68,5.25,6.4,5.8,62,No,8.63,No,2,40K-60K,7.48,8,6.46,0
5541,47,Male,Canada,Data Scientist,Finance,0,43.5,No,4.13,4.7,3.69,5.51,8.1,5.9,40,Yes,5.85,Yes,7,60K-80K,7.0,11,4.97,0
5542,33,Male,India,Software Engineer,Marketing,9,33.7,Yes,5.9,5.28,8.88,7.29,4.6,4.2,81,Yes,5.8,No,4,60K-80K,7.61,18,6.63,0
5543,22,Prefer not to say,India,HR Specialist,Operations,10,40.6,Yes,4.4,5.3,3.07,7.78,5.4,3.9,4,Yes,7.1,Yes,5,40K-60K,6.07,16,8.98,0
5544,21,Non-binary,UK,HR Specialist,Marketing,0,51.7,No,5.88,4.17,6.36,7.64,6.5,3.8,38,No,4.46,Yes,4,40K-60K,6.05,18,5.86,0
5545,36,Female,Canada,HR Specialist,Finance,1,42.5,No,5.98,8.9,8.02,6.16,6.5,6.3,29,Yes,2.2,No,4,100K+,5.6,4,3.6,0
5546,23,Prefer not to say,Canada,Sales Executive,Operations,8,45.6,No,4.7,5.64,4.98,6.12,5.9,7.0,35,No,8.65,Yes,3,100K+,8.13,8,4.8,0
5547,39,Male,UK,Customer Success,Engineering,1,45.2,No,5.19,6.7,7.45,7.25,6.8,5.9,36,No,3.05,No,3,80K-100K,8.87,15,5.25,0
5548,25,Male,Australia,Software Engineer,Product,4,51.8,No,6.93,7.03,9.63,7.47,6.5,4.9,73,No,5.18,Yes,3,80K-100K,5.49,18,6.32,0
5549,42,Non-binary,Canada,Marketing Manager,Marketing,0,41.6,Yes,4.78,5.46,5.89,5.83,8.8,4.2,57,Yes,2.3,No,0,100K+,6.25,10,5.1,0
5550,40,Non-binary,Germany,Customer Success,Operations,0,41.7,No,4.45,6.51,3.71,6.05,6.4,3.2,0,Yes,10.0,No,2,80K-100K,6.91,23,7.38,0
5551,48,Female,USA,Data Scientist,Marketing,6,36.9,Hybrid,3.6,4.51,1.0,4.73,6.5,4.7,33,No,6.22,Yes,2,60K-80K,4.77,14,8.08,0
5552,40,Female,USA,Product Manager,HR,2,35.6,Hybrid,5.08,6.78,5.78,7.5,6.7,4.0,56,Yes,8.01,No,4,40K-60K,5.84,8,6.33,0
5553,39,Prefer not to say,UK,Data Scientist,HR,5,54.8,Yes,6.06,8.61,6.88,3.86,7.7,5.4,10,No,6.51,No,3,<40K,5.98,8,5.2,0
5554,40,Non-binary,Australia,Software Engineer,Operations,2,42.8,Yes,5.68,5.81,7.25,6.42,7.9,4.0,13,No,8.04,No,4,40K-60K,4.88,12,5.54,0
5555,42,Non-binary,Canada,Software Engineer,Customer Support,2,53.0,Yes,5.27,3.81,6.19,4.54,6.7,2.1,34,Yes,4.3,No,2,60K-80K,7.86,16,6.15,0
5556,38,Non-binary,Canada,Data Scientist,Customer Support,1,35.2,Hybrid,4.04,6.52,1.44,5.42,5.3,2.8,14,Yes,4.43,Yes,5,60K-80K,4.58,21,6.16,0
5557,23,Non-binary,USA,Product Manager,Engineering,2,45.2,Yes,4.66,5.59,4.17,6.13,5.2,2.3,65,No,7.25,Yes,4,100K+,7.96,4,7.29,0
5558,38,Prefer not to say,USA,Operations Lead,Product,2,43.3,No,4.47,6.25,4.27,5.23,6.0,4.9,27,No,8.37,No,1,100K+,7.87,14,1.52,0
5559,28,Non-binary,India,Data Scientist,Sales,3,41.5,No,5.39,7.51,7.64,7.29,8.5,4.8,77,Yes,7.56,Yes,6,80K-100K,6.76,8,4.6,0
5560,38,Prefer not to say,India,Marketing Manager,Customer Support,3,41.6,Yes,4.62,8.49,5.15,3.9,7.5,1.6,0,Yes,3.99,No,5,<40K,6.71,15,5.94,0
5561,37,Female,India,Operations Lead,Operations,8,53.7,No,5.94,7.38,8.17,3.94,8.3,4.7,24,Yes,4.8,Yes,3,100K+,7.87,20,5.51,0
5562,26,Non-binary,Australia,Data Scientist,Product,5,53.5,No,5.65,6.8,5.38,5.49,6.9,5.2,50,Yes,5.1,No,1,60K-80K,4.55,10,7.44,0
5563,39,Female,Germany,Data Scientist,Finance,0,40.8,Yes,4.99,5.51,5.16,4.82,5.3,1.8,14,No,2.77,Yes,2,<40K,7.15,11,4.11,0
5564,49,Prefer not to say,Germany,Marketing Manager,Operations,7,53.6,Hybrid,6.33,5.73,7.84,7.93,6.8,2.9,89,No,6.85,No,6,<40K,5.92,7,8.38,0
5565,29,Male,Germany,HR Specialist,Customer Support,9,36.1,No,4.9,6.33,5.01,5.66,5.2,5.5,49,Yes,5.9,No,4,100K+,6.55,20,6.85,0
5566,29,Female,USA,Product Manager,Operations,1,53.6,Yes,5.21,7.3,5.54,7.8,7.6,3.1,21,No,4.18,No,5,<40K,7.01,16,5.76,0
5567,34,Male,Germany,Software Engineer,HR,0,42.9,Hybrid,6.36,5.35,9.42,6.26,6.8,5.5,73,No,4.41,Yes,5,80K-100K,6.87,19,5.16,0
5568,29,Female,USA,Product Manager,Product,3,51.6,Hybrid,6.3,6.7,6.82,3.22,6.3,4.0,65,No,7.54,No,3,40K-60K,4.43,29,6.51,0
5569,34,Non-binary,Canada,Customer Success,Marketing,0,41.4,Hybrid,4.8,6.84,5.97,4.98,7.0,6.5,74,Yes,10.0,Yes,2,40K-60K,8.07,19,2.15,0
5570,33,Female,Canada,Data Scientist,Customer Support,4,38.5,No,4.25,4.95,3.29,6.38,6.2,2.6,0,Yes,1.0,Yes,3,100K+,6.31,18,7.04,0
5571,54,Prefer not to say,India,Operations Lead,Marketing,1,37.9,Yes,4.98,4.32,6.66,8.39,6.3,6.1,39,Yes,7.52,Yes,5,100K+,7.98,18,5.51,0
5572,49,Prefer not to say,Germany,HR Specialist,Marketing,0,34.2,Yes,4.9,4.78,7.65,6.82,6.5,2.7,68,Yes,3.53,No,3,80K-100K,7.43,24,9.87,0
5573,27,Female,Germany,Data Scientist,HR,6,37.7,No,5.86,5.37,8.17,5.19,7.2,4.4,0,Yes,9.07,No,0,60K-80K,4.3,15,6.36,0
5574,44,Prefer not to say,USA,Product Manager,Operations,5,37.6,Hybrid,5.22,7.49,4.68,6.77,5.5,4.8,55,No,7.15,Yes,1,<40K,4.53,17,7.27,0
5575,34,Prefer not to say,USA,HR Specialist,HR,2,44.9,Hybrid,5.67,5.11,7.08,4.38,6.2,3.7,15,Yes,6.01,No,4,100K+,6.16,10,6.7,0
5576,31,Non-binary,USA,Data Scientist,Engineering,5,36.2,No,4.0,2.59,4.41,5.51,5.9,0.7,38,Yes,4.03,Yes,3,60K-80K,8.46,16,6.34,0
5577,41,Female,India,Marketing Manager,Operations,0,37.0,Yes,5.45,3.33,7.78,5.78,6.2,3.2,37,No,8.75,Yes,2,60K-80K,6.2,9,4.73,0
5578,38,Male,Canada,Customer Success,Sales,7,54.9,No,5.3,4.61,5.04,6.5,6.0,4.7,51,No,5.78,No,2,<40K,7.58,19,5.06,0
5579,42,Male,Canada,Product Manager,HR,3,47.4,Yes,5.25,6.42,5.8,4.8,7.2,5.0,49,Yes,5.94,Yes,0,100K+,6.91,9,5.02,0
5580,29,Male,India,HR Specialist,Sales,3,43.0,No,4.89,5.09,5.66,5.47,7.4,2.0,41,Yes,2.27,Yes,8,100K+,6.84,12,7.87,0
5581,40,Prefer not to say,USA,Product Manager,Customer Support,3,50.3,Yes,5.66,7.27,5.84,5.41,7.3,1.1,37,Yes,4.09,Yes,4,60K-80K,5.74,10,6.16,0
5582,29,Female,UK,Software Engineer,Operations,11,49.6,Yes,5.19,5.32,3.77,6.87,6.8,4.3,61,No,8.12,Yes,4,40K-60K,4.41,19,4.92,0
5583,34,Male,UK,HR Specialist,Product,0,56.4,Hybrid,5.76,4.99,5.6,5.97,6.7,2.1,9,No,6.26,Yes,4,80K-100K,4.69,8,6.0,0
5584,44,Prefer not to say,Canada,Software Engineer,Sales,3,45.7,No,5.59,4.85,7.22,4.28,6.8,5.8,55,No,6.67,Yes,3,100K+,5.55,18,7.55,0
5585,43,Female,India,Marketing Manager,Product,4,32.7,No,3.51,5.21,4.18,4.45,8.3,3.8,82,No,8.52,No,4,60K-80K,8.64,22,3.1,0
5586,33,Male,UK,Software Engineer,Finance,4,47.0,No,5.38,7.01,4.0,7.05,7.1,5.6,28,Yes,8.04,Yes,4,80K-100K,3.86,8,5.52,0
5587,25,Male,Germany,HR Specialist,HR,9,36.2,Yes,5.61,6.57,4.6,4.15,5.6,1.9,56,Yes,7.62,Yes,2,100K+,1.0,20,8.23,0
5588,41,Prefer not to say,Canada,Marketing Manager,Engineering,6,42.1,Hybrid,5.23,5.93,6.14,4.23,5.0,2.8,22,No,4.5,Yes,3,60K-80K,7.99,15,7.5,0
5589,32,Prefer not to say,Canada,Software Engineer,Engineering,3,47.2,No,5.09,5.97,7.53,5.35,6.8,5.3,55,Yes,4.97,No,6,80K-100K,8.88,10,5.59,0
5590,28,Male,UK,Marketing Manager,Engineering,5,33.2,Yes,5.3,8.6,3.7,5.04,5.7,3.5,44,No,7.62,No,3,<40K,1.0,13,8.89,0
5591,28,Female,UK,Data Scientist,Finance,0,45.7,Hybrid,5.37,6.11,7.34,6.03,6.8,3.9,10,Yes,5.0,No,6,40K-60K,6.97,8,5.07,0
5592,31,Male,Germany,Operations Lead,Finance,0,43.8,Hybrid,5.55,5.11,7.39,6.05,5.2,5.6,61,No,3.47,No,3,60K-80K,7.8,10,6.0,0
5593,35,Non-binary,India,HR Specialist,Engineering,1,50.0,Yes,4.81,6.23,3.17,7.04,5.5,2.8,13,Yes,9.77,Yes,5,40K-60K,8.13,12,7.05,0
5594,29,Female,Canada,Software Engineer,Operations,4,50.3,No,6.48,7.61,9.02,7.25,5.4,5.3,47,Yes,6.98,No,5,80K-100K,6.09,9,5.38,0
5595,33,Male,Germany,HR Specialist,Operations,0,52.5,No,6.71,7.67,9.46,4.26,7.3,5.4,54,No,6.47,Yes,6,<40K,5.48,8,6.52,0
5596,54,Male,UK,HR Specialist,Customer Support,1,43.1,Yes,3.91,5.4,4.24,7.26,8.0,2.6,64,No,7.05,No,0,80K-100K,9.52,9,2.96,0
5597,44,Prefer not to say,Canada,Product Manager,Engineering,8,41.3,Hybrid,5.1,4.38,4.44,5.73,6.5,2.3,92,No,5.73,Yes,4,60K-80K,4.54,27,8.53,0
5598,43,Non-binary,Canada,Operations Lead,Product,0,50.2,Hybrid,6.45,6.54,7.14,6.63,6.4,5.0,62,Yes,7.43,Yes,5,100K+,4.16,11,7.75,0
5599,21,Non-binary,UK,Product Manager,HR,6,47.0,Yes,5.27,6.86,6.93,6.58,8.5,1.4,79,No,4.73,Yes,6,<40K,6.0,21,7.32,0
5600,25,Non-binary,India,Operations Lead,Finance,1,46.2,Yes,5.7,4.44,7.39,7.95,6.4,4.6,8,Yes,8.67,Yes,4,80K-100K,6.77,10,1.53,0
5601,36,Female,Germany,HR Specialist,Marketing,6,44.7,Hybrid,5.85,9.04,7.23,5.26,5.8,2.1,59,No,4.88,Yes,2,<40K,6.93,21,7.11,0
5602,39,Prefer not to say,UK,Software Engineer,HR,1,38.2,Yes,5.64,6.82,6.86,6.87,5.0,7.9,67,Yes,4.9,No,5,60K-80K,5.83,10,4.92,0
5603,37,Male,India,Marketing Manager,Engineering,1,45.9,Yes,6.72,7.2,8.5,8.14,4.9,2.6,16,Yes,10.0,No,3,80K-100K,4.23,24,7.53,0
5604,32,Non-binary,Australia,Data Scientist,Operations,0,50.8,No,6.13,6.19,9.15,5.06,8.1,6.4,26,No,7.3,No,4,60K-80K,7.04,17,9.25,0
5605,41,Prefer not to say,Canada,HR Specialist,Operations,2,51.8,Hybrid,4.94,6.51,5.26,5.22,5.4,2.9,0,Yes,7.96,No,3,60K-80K,8.57,19,7.42,0
5606,29,Prefer not to say,Australia,Marketing Manager,Product,0,55.0,Hybrid,4.3,2.84,1.25,5.5,7.9,4.9,8,Yes,3.31,No,4,100K+,5.22,19,4.86,0
5607,40,Prefer not to say,Australia,Software Engineer,HR,1,37.0,No,5.17,6.98,7.35,4.97,7.7,1.3,49,Yes,4.73,No,4,100K+,5.39,13,7.11,0
5608,38,Prefer not to say,Canada,Product Manager,Engineering,7,48.4,Yes,5.71,9.98,7.11,5.56,6.6,5.4,36,No,5.22,Yes,0,100K+,6.76,20,5.42,0
5609,38,Prefer not to say,Germany,HR Specialist,Marketing,8,50.5,Yes,6.15,5.93,5.53,4.43,5.1,1.7,47,Yes,2.83,No,8,60K-80K,2.8,23,7.07,0
5610,36,Male,USA,Operations Lead,Product,6,37.5,No,6.13,6.58,8.55,5.38,4.9,1.1,32,No,6.1,No,8,100K+,5.07,15,7.12,0
5611,30,Prefer not to say,USA,Operations Lead,Operations,3,39.8,Yes,5.37,6.15,6.2,5.98,7.0,3.6,28,No,6.61,No,0,80K-100K,4.89,19,7.3,0
